"Rk.x","Player","Debut.x","Age.x","Yrs.x","G.x","MP...7.x","FG.x","FGA.x","3P.x","3PA.x","FT.x","FTA.x","ORB.x","TRB...15.x","AST...16.x","STL...17.x","BLK...18.x","TOV.x","PF.x","PTS...21.x","FG%.x","3P%.x","FT%.x","MP...25.x","PTS...26.x","TRB...27.x","AST...28.x","STL...29.x","BLK...30.x","year","first_team","Rk.y","Debut.y","Age.y","Yrs.y","G.y","MP...7.y","FG.y","FGA.y","3P.y","3PA.y","FT.y","FTA.y","ORB.y","TRB...15.y","AST...16.y","STL...17.y","BLK...18.y","TOV.y","PF.y","PTS...21.y","FG%.y","3P%.y","FT%.y","MP...25.y","PTS...26.y","TRB...27.y","AST...28.y","STL...29.y","BLK...30.y"
46,"CJ McCollum","Jan 8, '14, POR vs. ORL",22,1,38,476,74,178,30,80,23,34,7,48,27,14,2,35,53,201,0.416,0.375,0.676,12.5,5.3,1.3,0.7,0.4,0.1,2013,"POR",46,"Jan 8, '14, POR vs. ORL",22,11,731,23432,5427,11966,1818,4552,1559,1934,466,2655,2778,658,302,1320,1533,14231,0.454,0.399,0.806,32.1,19.5,3.6,3.8,0.9,0.4
47,"Ben McLemore","Oct 30, '13, SAC vs. DEN",20,1,82,2187,255,679,95,297,115,143,53,235,82,45,18,96,201,720,0.376,0.32,0.804,26.7,8.8,2.9,1,0.5,0.2,2013,"SAC",47,"Oct 30, '13, SAC vs. DEN",20,9,556,12534,1768,4270,868,2392,611,783,222,1269,563,353,106,608,1175,5015,0.414,0.363,0.78,22.5,9,2.3,1,0.6,0.2
48,"Gal Mekel","Oct 30, '13, DAL vs. ATL",25,1,31,292,30,86,5,20,8,12,5,27,63,4,1,31,31,73,0.349,0.25,0.667,9.4,2.4,0.9,2,0.1,0,2013,"DAL",48,"Oct 30, '13, DAL vs. ATL",25,2,35,335,33,106,5,23,8,12,5,28,76,6,1,33,32,79,0.311,0.217,0.667,9.6,2.3,0.8,2.2,0.2,0
49,"Tony Mitchell","Oct 30, '13, DET vs. WAS",21,1,21,79,5,12,1,1,11,19,15,26,2,6,3,4,9,22,0.417,1,0.579,3.8,1,1.2,0.1,0.3,0.1,2013,"DET",49,"Oct 30, '13, DET vs. WAS",21,1,21,79,5,12,1,1,11,19,15,26,2,6,3,4,9,22,0.417,1,0.579,3.8,1,1.2,0.1,0.3,0.1
49,"Tony Mitchell","Oct 30, '13, DET vs. WAS",21,1,21,79,5,12,1,1,11,19,15,26,2,6,3,4,9,22,0.417,1,0.579,3.8,1,1.2,0.1,0.3,0.1,2013,"DET",50,"Mar 5, '14, MIL vs. SAC",24,1,3,10,3,5,0,1,0,0,1,1,1,1,0,0,0,6,0.6,0,NA,3.3,2,0.3,0.3,0.3,0
50,"Tony Mitchell","Mar 5, '14, MIL vs. SAC",24,1,3,10,3,5,0,1,0,0,1,1,1,1,0,0,0,6,0.6,0,NA,3.3,2,0.3,0.3,0.3,0,2013,"MIL",49,"Oct 30, '13, DET vs. WAS",21,1,21,79,5,12,1,1,11,19,15,26,2,6,3,4,9,22,0.417,1,0.579,3.8,1,1.2,0.1,0.3,0.1
50,"Tony Mitchell","Mar 5, '14, MIL vs. SAC",24,1,3,10,3,5,0,1,0,0,1,1,1,1,0,0,0,6,0.6,0,NA,3.3,2,0.3,0.3,0.3,0,2013,"MIL",50,"Mar 5, '14, MIL vs. SAC",24,1,3,10,3,5,0,1,0,0,1,1,1,1,0,0,0,6,0.6,0,NA,3.3,2,0.3,0.3,0.3,0
51,"Shabazz Muhammad","Nov 1, '13, MIN vs. OKC",21,1,37,290,57,124,3,11,26,40,24,53,6,8,1,16,24,143,0.46,0.273,0.65,7.8,3.9,1.4,0.2,0.2,0,2013,"MIN",51,"Nov 1, '13, MIN vs. OKC",21,5,278,4772,940,1988,123,386,501,667,294,770,151,81,24,183,283,2504,0.473,0.319,0.751,17.2,9,2.8,0.5,0.3,0.1
52,"Erik Murphy","Nov 6, '13, CHI @ IND",23,1,24,62,3,13,0,3,0,0,2,8,2,0,4,2,7,6,0.231,0,NA,2.6,0.3,0.3,0.1,0,0.2,2013,"CHI",52,"Nov 6, '13, CHI @ IND",23,1,24,62,3,13,0,3,0,0,2,8,2,0,4,2,7,6,0.231,0,NA,2.6,0.3,0.3,0.1,0,0.2
53,"Toure' Murry","Nov 8, '13, NYK @ CHA",24,1,51,373,56,129,5,12,23,39,13,44,49,19,1,34,46,140,0.434,0.417,0.59,7.3,2.7,0.9,1,0.4,0,2013,"NYK",53,"Nov 8, '13, NYK @ CHA",24,2,56,391,58,134,5,12,25,41,14,45,50,20,1,38,48,146,0.433,0.417,0.61,7,2.6,0.8,0.9,0.4,0
54,"Mike Muscala","Mar 2, '14, ATL @ PHO",22,1,20,215,31,73,0,3,14,14,17,52,7,3,10,12,29,76,0.425,0,1,10.8,3.8,2.6,0.4,0.2,0.5,2013,"ATL",54,"Mar 2, '14, ATL @ PHO",22,11,548,8239,1144,2538,519,1390,399,481,428,1699,464,174,248,302,780,3206,0.451,0.373,0.83,15,5.9,3.1,0.8,0.3,0.5
55,"Nemanja Nedović","Oct 30, '13, GSW vs. LAL",22,1,24,142,8,39,3,18,7,8,3,15,13,0,1,13,13,26,0.205,0.167,0.875,5.9,1.1,0.6,0.5,0,0,2013,"GSW",55,"Oct 30, '13, GSW vs. LAL",22,1,24,142,8,39,3,18,7,8,3,15,13,0,1,13,13,26,0.205,0.167,0.875,5.9,1.1,0.6,0.5,0,0
56,"James Nunnally","Jan 16, '14, ATL vs. BRK",23,1,13,165,15,46,8,25,6,9,1,19,8,6,2,7,11,44,0.326,0.32,0.667,12.7,3.4,1.5,0.6,0.5,0.2,2013,"ATL",56,"Jan 16, '14, ATL vs. BRK",23,3,37,315,32,93,20,62,11,15,3,33,18,7,2,10,22,95,0.344,0.323,0.733,8.5,2.6,0.9,0.5,0.2,0.1
57,"Victor Oladipo","Oct 29, '13, ORL @ IND",21,1,80,2487,392,936,74,226,248,318,43,329,327,129,37,256,210,1106,0.419,0.327,0.78,31.1,13.8,4.1,4.1,1.6,0.5,2013,"ORL",57,"Oct 29, '13, ORL @ IND",21,10,504,16247,3118,7152,814,2349,1453,1843,289,2245,1970,805,230,1266,1202,8503,0.436,0.347,0.788,32.2,16.9,4.5,3.9,1.6,0.5
58,"Kelly Olynyk","Oct 30, '13, BOS @ TOR",22,1,70,1400,234,502,40,114,99,122,140,365,109,35,27,106,227,607,0.466,0.351,0.811,20,8.7,5.2,1.6,0.5,0.4,2013,"BOS",58,"Oct 30, '13, BOS @ TOR",22,11,756,17109,2778,5729,887,2402,1312,1644,913,3918,1847,598,351,1210,2157,7755,0.485,0.369,0.798,22.6,10.3,5.2,2.4,0.8,0.5
59,"Arinze Onuaku","Oct 30, '13, NOP vs. IND",26,1,5,30,1,5,0,0,1,2,2,8,3,0,0,1,3,3,0.2,NA,0.5,6,0.6,1.6,0.6,0,0,2013,"NOP",59,"Oct 30, '13, NOP vs. IND",26,3,19,126,15,23,0,0,4,10,11,35,9,1,4,5,12,34,0.652,NA,0.4,6.6,1.8,1.8,0.5,0.1,0.2
60,"Mason Plumlee","Nov 3, '13, BRK @ ORL",23,1,70,1275,199,302,0,3,122,195,99,308,60,49,55,77,171,520,0.659,0,0.626,18.2,7.4,4.4,0.9,0.7,0.8,2013,"BRK",60,"Nov 3, '13, BRK @ ORL",23,11,786,17497,2595,4367,2,47,1393,2431,1650,5312,1911,563,656,1140,2131,6585,0.594,0.043,0.573,22.3,8.4,6.8,2.4,0.7,0.8
61,"Otto Porter Jr.","Dec 6, '13, WAS vs. MIL",20,1,37,319,33,91,4,21,8,12,21,57,10,8,1,14,26,78,0.363,0.19,0.667,8.6,2.1,1.5,0.3,0.2,0,2013,"WAS",61,"Dec 6, '13, WAS vs. MIL",20,11,527,13400,2088,4376,684,1724,559,701,602,2599,783,586,221,399,919,5419,0.477,0.397,0.797,25.4,10.3,4.9,1.5,1.1,0.4
62,"Phil Pressey","Oct 30, '13, BOS @ TOR",22,1,75,1132,78,253,28,106,29,45,20,105,241,68,5,87,97,213,0.308,0.264,0.644,15.1,2.8,1.4,3.2,0.9,0.1,2013,"BOS",62,"Oct 30, '13, BOS @ TOR",22,3,148,2015,172,505,48,189,75,119,36,216,433,116,15,161,179,467,0.341,0.254,0.63,13.6,3.2,1.5,2.9,0.8,0.1
63,"Miroslav Raduljica","Nov 12, '13, MIL @ MIA",26,1,48,465,68,126,0,0,45,55,54,108,23,7,13,28,84,181,0.54,NA,0.818,9.7,3.8,2.3,0.5,0.1,0.3,2013,"MIL",63,"Nov 12, '13, MIL @ MIA",26,2,53,488,71,134,0,0,47,57,56,113,23,8,13,30,92,189,0.53,NA,0.825,9.2,3.6,2.1,0.4,0.2,0.2
64,"Glen Rice Jr.","Nov 12, '13, WAS @ DAL",23,1,11,109,11,37,5,17,5,7,4,20,7,6,1,9,7,32,0.297,0.294,0.714,9.9,2.9,1.8,0.6,0.5,0.1,2013,"WAS",64,"Nov 12, '13, WAS @ DAL",23,2,16,152,14,52,6,24,9,13,6,24,9,6,1,11,18,43,0.269,0.25,0.692,9.5,2.7,1.5,0.6,0.4,0.1
65,"Andre Roberson","Nov 1, '13, OKC @ MIN",22,1,40,399,33,68,2,13,7,10,36,94,15,19,10,19,74,75,0.485,0.154,0.7,10,1.9,2.4,0.4,0.5,0.3,2013,"OKC",65,"Nov 1, '13, OKC @ MIN",22,7,307,6801,573,1211,112,443,124,265,362,1230,265,268,199,185,658,1382,0.473,0.253,0.468,22.2,4.5,4,0.9,0.9,0.6
66,"Dennis Schröder","Oct 30, '13, ATL @ DAL",20,1,49,641,72,188,10,42,29,43,5,60,93,17,0,61,54,183,0.383,0.238,0.674,13.1,3.7,1.2,1.9,0.3,0,2013,"ATL",66,"Oct 30, '13, ATL @ DAL",20,11,767,20919,3960,9124,933,2729,1905,2279,326,2236,3693,628,109,1744,1572,10758,0.434,0.342,0.836,27.3,14,2.9,4.8,0.8,0.1
67,"Peyton Siva","Oct 30, '13, DET vs. WAS",23,1,24,224,18,57,7,25,11,15,2,14,34,9,1,18,27,54,0.316,0.28,0.733,9.3,2.3,0.6,1.4,0.4,0,2013,"DET",67,"Oct 30, '13, DET vs. WAS",23,1,24,224,18,57,7,25,11,15,2,14,34,9,1,18,27,54,0.316,0.28,0.733,9.3,2.3,0.6,1.4,0.4,0
68,"Chris Smith","Dec 25, '13, NYK vs. OKC",26,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,2013,"NYK",68,"Dec 25, '13, NYK vs. OKC",26,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0
69,"Tony Snell","Oct 29, '13, CHI @ MIA",22,1,77,1231,129,336,57,178,31,41,19,124,68,29,15,44,84,346,0.384,0.32,0.756,16,4.5,1.6,0.9,0.4,0.2,2013,"CHI",69,"Oct 29, '13, CHI @ MIA",22,9,601,13093,1335,3097,728,1848,274,324,172,1371,669,266,138,329,846,3672,0.431,0.394,0.846,21.8,6.1,2.3,1.1,0.4,0.2
70,"James Southerland","Nov 29, '13, CHA vs. MIL",23,1,4,30,5,15,3,6,1,2,0,8,0,1,2,1,3,14,0.333,0.5,0.5,7.5,3.5,2,0,0.3,0.5,2013,"CHA",70,"Nov 29, '13, CHA vs. MIL",23,1,4,30,5,15,3,6,1,2,0,8,0,1,2,1,3,14,0.333,0.5,0.5,7.5,3.5,2,0,0.3,0.5
71,"D.J. Stephens","Mar 29, '14, MIL vs. MIA",23,1,3,15,3,7,0,0,1,1,1,5,0,0,0,0,0,7,0.429,NA,1,5,2.3,1.7,0,0,0,2013,"MIL",71,"Mar 29, '14, MIL vs. MIA",23,2,4,22,4,9,0,0,1,1,1,5,0,1,0,1,0,9,0.444,NA,1,5.5,2.3,1.3,0,0.3,0
72,"Adonis Thomas","Mar 1, '14, ORL @ MIA",20,1,6,37,6,14,1,5,1,1,0,3,3,0,0,1,6,14,0.429,0.2,1,6.2,2.3,0.5,0.5,0,0,2013,"ORL",72,"Mar 1, '14, ORL @ MIA",20,1,6,37,6,14,1,5,1,1,0,3,3,0,0,1,6,14,0.429,0.2,1,6.2,2.3,0.5,0.5,0,0
73,"Hollis Thompson","Nov 1, '13, PHI @ WAS",22,1,77,1742,171,372,67,167,52,73,73,247,73,53,12,60,144,461,0.46,0.401,0.712,22.6,6,3.2,0.9,0.7,0.2,2013,"PHI",73,"Nov 1, '13, PHI @ WAS",22,4,265,6424,742,1795,363,941,203,287,199,829,292,166,68,213,541,2050,0.413,0.386,0.707,24.2,7.7,3.1,1.1,0.6,0.3
74,"Casper Ware","Mar 24, '14, PHI @ SAS",24,1,9,116,18,42,7,21,5,6,0,9,10,8,0,5,11,48,0.429,0.333,0.833,12.9,5.3,1,1.1,0.9,0,2013,"PHI",74,"Mar 24, '14, PHI @ SAS",24,1,9,116,18,42,7,21,5,6,0,9,10,8,0,5,11,48,0.429,0.333,0.833,12.9,5.3,1,1.1,0.9,0
75,"Royce White","Mar 21, '14, SAC vs. SAS",22,1,3,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,3,0,0,0,0,0,2013,"SAC",75,"Mar 21, '14, SAC vs. SAS",22,1,3,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,3,0,0,0,0,0
76,"Jeff Withey","Nov 1, '13, NOP @ ORL",23,1,58,684,69,129,0,1,52,73,49,150,26,15,50,20,73,190,0.535,0,0.712,11.8,3.3,2.6,0.4,0.3,0.9,2013,"NOP",76,"Nov 1, '13, NOP @ ORL",23,5,207,2072,249,474,2,14,166,232,181,518,64,56,156,76,229,666,0.525,0.143,0.716,10,3.2,2.5,0.3,0.3,0.8
77,"Nate Wolters","Oct 30, '13, MIL @ NYK",22,1,58,1309,170,389,18,62,59,90,33,149,187,35,15,57,67,417,0.437,0.29,0.656,22.6,7.2,2.6,3.2,0.6,0.3,2013,"MIL",77,"Oct 30, '13, MIL @ NYK",22,3,84,1575,191,452,18,69,61,96,42,185,209,43,17,70,86,461,0.423,0.261,0.635,18.8,5.5,2.2,2.5,0.5,0.2
78,"Cody Zeller","Oct 30, '13, CHA @ HOU",21,1,82,1416,172,404,0,1,146,200,118,353,92,40,41,87,170,490,0.426,0,0.73,17.3,6,4.3,1.1,0.5,0.5,2013,"CHA",78,"Oct 30, '13, CHA @ HOU",21,11,552,11510,1649,3172,33,150,1045,1438,1067,3125,740,332,330,552,1359,4376,0.52,0.22,0.727,20.9,7.9,5.7,1.3,0.6,0.6
1,"Jordan Adams","Nov 3, '14, MEM vs. NOP",20,1,30,248,35,86,10,25,14,23,9,28,16,16,7,14,24,94,0.407,0.4,0.609,8.3,3.1,0.9,0.5,0.5,0.2,2014,"MEM",1,"Nov 3, '14, MEM vs. NOP",20,2,32,263,37,92,10,26,17,28,9,30,19,19,7,16,26,101,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.6,0.2
2,"Furkan Aldemir","Dec 15, '14, PHI vs. BOS",23,1,41,540,40,78,0,5,13,27,78,176,28,17,16,17,96,93,0.513,0,0.481,13.2,2.3,4.3,0.7,0.4,0.4,2014,"PHI",2,"Dec 15, '14, PHI vs. BOS",23,1,41,540,40,78,0,5,13,27,78,176,28,17,16,17,96,93,0.513,0,0.481,13.2,2.3,4.3,0.7,0.4,0.4
3,"Kyle Anderson","Nov 6, '14, SAS @ HOU",21,1,33,358,31,89,3,11,9,14,5,72,28,15,7,10,28,74,0.348,0.273,0.643,10.8,2.2,2.2,0.8,0.5,0.2,2014,"SAS",3,"Nov 6, '14, SAS @ HOU",21,10,653,14322,1768,3693,266,787,717,1004,500,2861,1833,659,408,677,1027,4519,0.479,0.338,0.714,21.9,6.9,4.4,2.8,1,0.6
4,"Cameron Bairstow","Oct 29, '14, CHI @ NYK",24,1,18,64,3,14,0,0,4,5,6,8,1,2,1,3,8,10,0.214,NA,0.8,3.6,0.6,0.4,0.1,0.1,0.1,2014,"CHI",4,"Oct 29, '14, CHI @ NYK",24,2,36,167,16,54,1,5,11,13,10,36,7,4,4,7,27,44,0.296,0.2,0.846,4.6,1.2,1,0.2,0.1,0.1
5,"Jerrelle Benimon","Mar 10, '15, UTA vs. NYK",23,1,2,3,0,0,0,0,0,0,1,3,0,0,0,1,0,0,NA,NA,NA,1.5,0,1.5,0,0,0,2014,"UTA",5,"Mar 10, '15, UTA vs. NYK",23,1,2,3,0,0,0,0,0,0,1,3,0,0,0,1,0,0,NA,NA,NA,1.5,0,1.5,0,0,0
6,"Sim Bhullar","Apr 7, '15, SAC vs. MIN",22,1,3,3,1,2,0,0,0,0,0,1,1,0,1,0,0,2,0.5,NA,NA,1,0.7,0.3,0.3,0,0.3,2014,"SAC",6,"Apr 7, '15, SAC vs. MIN",22,1,3,3,1,2,0,0,0,0,0,1,1,0,1,0,0,2,0.5,NA,NA,1,0.7,0.3,0.3,0,0.3
7,"Tarik Black","Oct 28, '14, HOU @ LAL",23,1,63,1196,157,273,0,1,65,118,142,368,42,19,24,48,158,379,0.575,0,0.551,19,6,5.8,0.7,0.3,0.4,2014,"HOU",7,"Oct 28, '14, HOU @ LAL",23,4,220,3319,439,798,2,14,195,335,393,1031,110,83,116,163,516,1075,0.55,0.143,0.582,15.1,4.9,4.7,0.5,0.4,0.5
8,"Bojan Bogdanović","Oct 29, '14, BRK @ BOS",25,1,78,1854,261,576,91,256,87,106,50,213,68,34,9,78,104,700,0.453,0.355,0.821,23.8,9,2.7,0.9,0.4,0.1,2014,"BRK",8,"Oct 29, '14, BRK @ BOS",25,10,719,20890,3872,8424,1511,3831,1929,2245,381,2559,1194,398,55,1205,1185,11184,0.46,0.394,0.859,29.1,15.6,3.6,1.7,0.6,0.1
9,"Jabari Brown","Mar 12, '15, LAL vs. NYK",22,1,19,568,70,170,23,62,64,85,3,36,40,12,2,32,33,227,0.412,0.371,0.753,29.9,11.9,1.9,2.1,0.6,0.1,2014,"LAL",9,"Mar 12, '15, LAL vs. NYK",22,1,19,568,70,170,23,62,64,85,3,36,40,12,2,32,33,227,0.412,0.371,0.753,29.9,11.9,1.9,2.1,0.6,0.1
10,"Markel Brown","Nov 22, '14, BRK @ SAS",23,1,47,781,76,210,17,64,47,57,16,107,39,31,12,27,57,216,0.362,0.266,0.825,16.6,4.6,2.3,0.8,0.7,0.3,2014,"BRK",10,"Nov 22, '14, BRK @ SAS",23,3,113,1794,205,539,56,190,118,151,40,234,132,69,27,83,157,584,0.38,0.295,0.781,15.9,5.2,2.1,1.2,0.6,0.2
11,"Bruno Caboclo","Nov 21, '14, TOR vs. MIL",19,1,8,23,4,12,2,3,0,0,1,2,0,0,1,4,3,10,0.333,0.667,NA,2.9,1.3,0.3,0,0,0.1,2014,"TOR",11,"Nov 21, '14, TOR vs. MIL",19,7,105,1293,162,402,62,201,56,67,82,268,72,36,59,69,135,442,0.403,0.308,0.836,12.3,4.2,2.6,0.7,0.3,0.6
12,"Clint Capela","Nov 6, '14, HOU vs. SAS",20,1,12,90,14,29,0,0,4,23,10,36,2,1,9,5,14,32,0.483,NA,0.174,7.5,2.7,3,0.2,0.1,0.8,2014,"HOU",12,"Nov 6, '14, HOU vs. SAS",20,10,609,16227,3252,5238,0,5,962,1766,2258,6516,614,416,898,657,1452,7466,0.621,0,0.545,26.6,12.3,10.7,1,0.7,1.5
13,"Will Cherry","Nov 7, '14, CLE @ DEN",23,1,8,69,5,19,2,9,3,6,1,5,8,6,1,4,10,15,0.263,0.222,0.5,8.6,1.9,0.6,1,0.8,0.1,2014,"CLE",13,"Nov 7, '14, CLE @ DEN",23,1,8,69,5,19,2,9,3,6,1,5,8,6,1,4,10,15,0.263,0.222,0.5,8.6,1.9,0.6,1,0.8,0.1
14,"Patrick Christopher","Dec 27, '14, UTA vs. PHI",26,1,4,29,3,12,0,4,0,0,2,6,0,1,0,1,6,6,0.25,0,NA,7.3,1.5,1.5,0,0.3,0,2014,"UTA",14,"Dec 27, '14, UTA vs. PHI",26,1,4,29,3,12,0,4,0,0,2,6,0,1,0,1,6,6,0.25,0,NA,7.3,1.5,1.5,0,0.3,0
15,"Jordan Clarkson","Oct 28, '14, LAL vs. HOU",22,1,59,1476,267,596,38,121,131,158,56,191,206,51,12,96,109,703,0.448,0.314,0.829,25,11.9,3.2,3.5,0.9,0.2,2014,"LAL",15,"Oct 28, '14, LAL vs. HOU",22,10,716,19861,4290,9801,1318,3937,1531,1841,622,2405,2073,583,107,1330,1214,11429,0.438,0.335,0.832,27.7,16,3.4,2.9,0.8,0.1
16,"Jack Cooley","Feb 27, '15, UTA @ DEN",23,1,16,87,9,22,0,0,9,21,10,25,1,6,3,3,23,27,0.409,NA,0.429,5.4,1.7,1.6,0.1,0.4,0.2,2014,"UTA",16,"Feb 27, '15, UTA @ DEN",23,2,23,174,22,49,0,0,23,40,24,55,7,7,3,6,36,67,0.449,NA,0.575,7.6,2.9,2.4,0.3,0.3,0.1
17,"Bryce Cotton","Feb 27, '15, UTA @ DEN",22,1,15,159,29,69,7,20,15,18,3,18,15,4,0,12,6,80,0.42,0.35,0.833,10.6,5.3,1.2,1,0.3,0,2014,"UTA",17,"Feb 27, '15, UTA @ DEN",22,2,23,198,33,79,7,23,15,18,3,18,18,7,0,17,8,88,0.418,0.304,0.833,8.6,3.8,0.8,0.8,0.3,0
18,"Andre Dawkins","Nov 1, '14, MIA @ PHI",23,1,4,22,1,6,1,6,0,0,0,2,1,0,0,1,3,3,0.167,0.167,NA,5.5,0.8,0.5,0.3,0,0,2014,"MIA",18,"Nov 1, '14, MIA @ PHI",23,1,4,22,1,6,1,6,0,0,0,2,1,0,0,1,3,3,0.167,0.167,NA,5.5,0.8,0.5,0.3,0,0
19,"Spencer Dinwiddie","Oct 29, '14, DET @ DEN",21,1,34,455,51,169,12,65,31,34,4,48,104,19,6,33,53,145,0.302,0.185,0.912,13.4,4.3,1.4,3.1,0.6,0.2,2014,"DET",19,"Oct 29, '14, DET @ DEN",21,10,542,15083,2341,5653,858,2574,1666,2094,236,1642,2804,378,150,905,1224,7206,0.414,0.333,0.796,27.8,13.3,3,5.2,0.7,0.3
20,"Zoran Dragić","Nov 15, '14, PHO @ LAC",25,1,16,75,11,30,3,14,3,5,5,8,5,2,0,5,6,28,0.367,0.214,0.6,4.7,1.8,0.5,0.3,0.1,0,2014,"PHO",20,"Nov 15, '14, PHO @ LAC",25,1,16,75,11,30,3,14,3,5,5,8,5,2,0,5,6,28,0.367,0.214,0.6,4.7,1.8,0.5,0.3,0.1,0
21,"Larry Drew II","Jan 16, '15, PHI vs. NOP",24,1,12,219,20,58,4,26,2,3,1,15,45,6,0,25,13,46,0.345,0.154,0.667,18.3,3.8,1.3,3.8,0.5,0,2014,"PHI",21,"Jan 16, '15, PHI vs. NOP",24,2,22,289,27,82,7,35,2,3,4,18,55,6,0,28,19,63,0.329,0.2,0.667,13.1,2.9,0.8,2.5,0.3,0
22,"Cleanthony Early","Oct 29, '14, NYK vs. CHI",23,1,39,647,76,214,22,84,36,48,22,97,36,24,12,40,57,210,0.355,0.262,0.75,16.6,5.4,2.5,0.9,0.6,0.3,2014,"NYK",22,"Oct 29, '14, NYK vs. CHI",23,2,56,801,88,254,26,99,39,52,26,123,42,26,15,49,73,241,0.346,0.263,0.75,14.3,4.3,2.2,0.8,0.5,0.3
23,"James Ennis III","Oct 29, '14, MIA vs. WAS",24,1,62,1051,101,247,31,95,79,94,51,176,48,25,17,39,89,312,0.409,0.326,0.84,17,5,2.8,0.8,0.4,0.3,2014,"MIA",23,"Oct 29, '14, MIA vs. WAS",24,8,395,8022,907,1985,317,880,498,625,393,1306,373,244,113,303,792,2629,0.457,0.36,0.797,20.3,6.7,3.3,0.9,0.6,0.3
24,"Tyler Ennis","Oct 29, '14, PHO vs. LAL",20,1,33,411,52,144,12,43,5,7,7,35,73,18,5,42,36,121,0.361,0.279,0.714,12.5,3.7,1.1,2.2,0.5,0.2,2014,"PHO",24,"Oct 29, '14, PHO vs. LAL",20,4,186,2336,320,763,66,208,73,95,48,250,359,98,18,171,233,779,0.419,0.317,0.768,12.6,4.2,1.3,1.9,0.5,0.1
25,"Dante Exum","Oct 29, '14, UTA vs. HOU",19,1,82,1817,145,416,83,264,20,32,27,131,198,41,14,118,147,393,0.349,0.314,0.625,22.2,4.8,1.6,2.4,0.5,0.2,2014,"UTA",25,"Oct 29, '14, UTA vs. HOU",19,7,300,5633,670,1554,220,655,257,335,116,590,672,123,49,357,514,1817,0.431,0.336,0.767,18.8,6.1,2,2.2,0.4,0.2
26,"Tim Frazier","Feb 6, '15, PHI @ BOS",24,1,11,239,21,61,5,17,10,21,6,28,60,8,0,25,26,57,0.344,0.294,0.476,21.7,5.2,2.5,5.5,0.7,0,2014,"PHI",26,"Feb 6, '15, PHI @ BOS",24,8,289,5088,515,1286,131,405,251,347,139,654,1142,193,26,379,517,1412,0.4,0.323,0.723,17.6,4.9,2.3,4,0.7,0.1
27,"Langston Galloway","Jan 7, '15, NYK @ WAS",23,1,45,1457,204,511,62,176,63,78,37,190,150,52,12,61,129,533,0.399,0.352,0.808,32.4,11.8,4.2,3.3,1.2,0.3,2014,"NYK",27,"Jan 7, '15, NYK @ WAS",23,8,452,9840,1304,3286,639,1738,409,501,212,1106,732,304,64,269,704,3656,0.397,0.368,0.816,21.8,8.1,2.4,1.6,0.7,0.1
28,"Aaron Gordon","Oct 28, '14, ORL @ NOP",19,1,47,797,93,208,13,48,44,61,46,169,33,21,22,38,83,243,0.447,0.271,0.721,17,5.2,3.6,0.7,0.4,0.5,2014,"ORL",28,"Oct 28, '14, ORL @ NOP",19,10,669,19629,3432,7140,687,2130,1458,2135,1179,4227,1775,499,431,995,1324,9009,0.481,0.323,0.683,29.3,13.5,6.3,2.7,0.7,0.6
29,"Drew Gordon","Nov 13, '14, PHI @ DAL",24,1,9,71,8,19,0,3,1,2,7,18,2,1,0,8,7,17,0.421,0,0.5,7.9,1.9,2,0.2,0.1,0,2014,"PHI",29,"Nov 13, '14, PHI @ DAL",24,1,9,71,8,19,0,3,1,2,7,18,2,1,0,8,7,17,0.421,0,0.5,7.9,1.9,2,0.2,0.1,0
30,"Jerami Grant","Nov 29, '14, PHI vs. DAL",20,1,65,1377,124,352,49,156,114,193,49,198,79,40,68,85,144,411,0.352,0.314,0.591,21.2,6.3,3,1.2,0.6,1,2014,"PHI",30,"Nov 29, '14, PHI vs. DAL",20,10,672,18530,2998,6586,833,2291,1922,2575,579,2663,1049,444,702,849,1532,8751,0.455,0.364,0.746,27.6,13,4,1.6,0.7,1
31,"Erick Green","Nov 7, '14, DEN vs. CLE",23,1,43,410,61,162,14,47,10,12,7,31,39,12,0,14,26,146,0.377,0.298,0.833,9.5,3.4,0.7,0.9,0.3,0,2014,"DEN",31,"Nov 7, '14, DEN vs. CLE",23,2,52,452,66,175,15,52,12,14,10,37,42,13,0,14,30,159,0.377,0.288,0.857,8.7,3.1,0.7,0.8,0.3,0
32,"JaMychal Green","Jan 18, '15, SAS vs. UTA",24,1,24,164,27,47,0,6,8,10,19,45,4,5,5,14,25,62,0.574,0,0.8,6.8,2.6,1.9,0.2,0.2,0.2,2014,"SAS",32,"Jan 18, '15, SAS vs. UTA",24,9,544,10933,1579,3311,430,1170,620,791,891,2986,496,298,226,570,1389,4208,0.477,0.368,0.784,20.1,7.7,5.5,0.9,0.5,0.4
