"Rk.x","Player","Debut.x","Age.x","Yrs.x","G.x","MP...7.x","FG.x","FGA.x","3P.x","3PA.x","FT.x","FTA.x","ORB.x","TRB...15.x","AST...16.x","STL...17.x","BLK...18.x","TOV.x","PF.x","PTS...21.x","FG%.x","3P%.x","FT%.x","MP...25.x","PTS...26.x","TRB...27.x","AST...28.x","STL...29.x","BLK...30.x","year","first_team","Rk.y","Debut.y","Age.y","Yrs.y","G.y","MP...7.y","FG.y","FGA.y","3P.y","3PA.y","FT.y","FTA.y","ORB.y","TRB...15.y","AST...16.y","STL...17.y","BLK...18.y","TOV.y","PF.y","PTS...21.y","FG%.y","3P%.y","FT%.y","MP...25.y","PTS...26.y","TRB...27.y","AST...28.y","STL...29.y","BLK...30.y"
9,"Lonzo Ball","Oct 19, '17, LAL vs. LAC",20,1,52,1780,203,564,90,295,32,71,69,360,376,88,43,136,117,528,0.36,0.305,0.451,34.2,10.2,6.9,7.2,1.7,0.8,2017,"LAL",9,"Oct 19, '17, LAL vs. LAC",20,5,252,8187,1117,2790,595,1633,166,287,262,1447,1563,391,162,637,547,2995,0.4,0.364,0.578,32.5,11.9,5.7,6.2,1.6,0.6
10,"Jordan Bell","Oct 17, '17, GSW vs. HOU",23,1,57,809,116,185,0,4,30,44,60,207,102,35,56,51,92,262,0.627,0,0.682,14.2,4.6,3.6,1.8,0.6,1,2017,"GSW",10,"Oct 17, '17, GSW vs. HOU",23,5,161,1937,257,466,4,20,75,118,153,497,201,62,122,118,200,593,0.552,0.2,0.636,12,3.7,3.1,1.2,0.4,0.8
11,"Khem Birch","Oct 21, '17, ORL @ CLE",25,1,42,578,68,126,0,0,42,61,70,180,34,15,21,21,56,178,0.54,NA,0.689,13.8,4.2,4.3,0.8,0.4,0.5,2017,"ORL",11,"Oct 21, '17, ORL @ CLE",25,6,282,4825,537,1032,14,70,314,450,544,1241,274,136,154,153,460,1402,0.52,0.2,0.698,17.1,5,4.4,1,0.5,0.5
12,"Jabari Bird","Oct 20, '17, BOS @ PHI",23,1,13,115,15,26,3,7,6,13,6,19,8,3,1,8,7,39,0.577,0.429,0.462,8.8,3,1.5,0.6,0.2,0.1,2017,"BOS",12,"Oct 20, '17, BOS @ PHI",23,1,13,115,15,26,3,7,6,13,6,19,8,3,1,8,7,39,0.577,0.429,0.462,8.8,3,1.5,0.6,0.2,0.1
13,"Antonio Blakeney","Oct 19, '17, CHI @ TOR",21,1,19,314,53,143,15,52,30,39,4,33,20,7,1,11,19,151,0.371,0.288,0.769,16.5,7.9,1.7,1.1,0.4,0.1,2017,"CHI",13,"Oct 19, '17, CHI @ TOR",21,2,76,1143,219,539,51,143,80,115,11,139,62,19,10,46,60,569,0.406,0.357,0.696,15,7.5,1.8,0.8,0.3,0.1
14,"Bogdan Bogdanović","Oct 23, '17, SAC @ PHO",25,1,78,2175,344,772,129,329,100,119,31,223,258,72,16,125,172,917,0.446,0.392,0.84,27.9,11.8,2.9,3.3,0.9,0.2,2017,"SAC",14,"Oct 23, '17, SAC @ PHO",25,7,449,12950,2395,5471,1128,2935,672,797,222,1520,1470,464,117,645,943,6590,0.438,0.384,0.843,28.8,14.7,3.4,3.3,1,0.3
15,"Chris Boucher","Mar 14, '18, GSW vs. LAL",25,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,2017,"GSW",15,"Mar 14, '18, GSW vs. LAL",25,7,357,6354,1102,2259,301,903,605,777,638,1860,168,173,359,192,696,3110,0.488,0.333,0.779,17.8,8.7,5.2,0.5,0.5,1
16,"Tony Bradley","Nov 5, '17, UTA @ HOU",20,1,9,29,3,11,0,1,2,2,4,11,1,0,0,0,1,8,0.273,0,1,3.2,0.9,1.2,0.1,0,0,2017,"UTA",16,"Nov 5, '17, UTA @ HOU",20,6,179,1994,346,548,6,12,94,138,277,729,90,42,99,101,247,792,0.631,0.5,0.681,11.1,4.4,4.1,0.5,0.2,0.6
17,"Dillon Brooks","Oct 18, '17, MEM vs. NOP",22,1,82,2350,340,772,94,264,124,166,49,257,135,73,17,124,233,898,0.44,0.356,0.747,28.7,11,3.1,1.6,0.9,0.2,2017,"MEM",17,"Oct 18, '17, MEM vs. NOP",22,7,417,12115,2204,5278,706,2045,803,1001,306,1319,854,389,108,628,1384,5917,0.418,0.345,0.802,29.1,14.2,3.2,2,0.9,0.3
18,"Sterling Brown","Oct 20, '17, MIL vs. CLE",22,1,54,776,82,205,32,91,21,24,27,143,25,31,13,25,80,217,0.4,0.352,0.875,14.4,4,2.6,0.5,0.6,0.2,2017,"MIL",18,"Oct 20, '17, MIL vs. CLE",22,6,268,4458,531,1267,248,683,121,152,154,891,268,140,47,177,379,1431,0.419,0.363,0.796,16.6,5.3,3.3,1,0.5,0.2
19,"Thomas Bryant","Dec 23, '17, LAL vs. POR",20,1,15,72,8,21,1,10,5,9,3,17,6,1,2,2,6,22,0.381,0.1,0.556,4.8,1.5,1.1,0.4,0.1,0.1,2017,"LAL",19,"Dec 23, '17, LAL vs. POR",20,7,267,4947,1012,1698,122,344,383,499,384,1451,273,87,193,204,457,2529,0.596,0.355,0.768,18.5,9.5,5.4,1,0.3,0.7
20,"Alex Caruso","Oct 19, '17, LAL vs. LAC",23,1,37,562,50,116,13,43,21,30,15,65,75,23,10,42,52,134,0.431,0.302,0.7,15.2,3.6,1.8,2,0.6,0.3,2017,"LAL",20,"Oct 19, '17, LAL vs. LAC",23,7,363,8246,865,1968,365,960,380,506,220,1042,1041,470,183,449,758,2475,0.44,0.38,0.751,22.7,6.8,2.9,2.9,1.3,0.5
21,"Tyler Cavanaugh","Nov 5, '17, ATL @ CLE",23,1,39,518,67,152,32,89,17,21,45,127,27,9,4,14,61,183,0.441,0.36,0.81,13.3,4.7,3.3,0.7,0.2,0.1,2017,"ATL",21,"Nov 5, '17, ATL @ CLE",23,2,50,557,70,162,33,94,19,23,48,135,28,9,4,15,64,192,0.432,0.351,0.826,11.1,3.8,2.7,0.6,0.2,0.1
22,"Gian Clavell","Oct 20, '17, DAL vs. SAC",24,1,7,64,6,18,6,15,2,2,1,7,3,2,0,2,8,20,0.333,0.4,1,9.1,2.9,1,0.4,0.3,0,2017,"DAL",22,"Oct 20, '17, DAL vs. SAC",24,1,7,64,6,18,6,15,2,2,1,7,3,2,0,2,8,20,0.333,0.4,1,9.1,2.9,1,0.4,0.3,0
23,"Antonius Cleveland","Nov 17, '17, DAL vs. MIN",23,1,17,123,8,21,3,4,4,6,3,14,2,7,5,7,23,23,0.381,0.75,0.667,7.2,1.4,0.8,0.1,0.4,0.3,2017,"DAL",23,"Nov 17, '17, DAL vs. MIN",23,2,28,169,12,35,3,7,7,11,5,21,3,8,8,9,31,34,0.343,0.429,0.636,6,1.2,0.8,0.1,0.3,0.3
24,"John Collins","Oct 18, '17, ATL @ DAL",20,1,74,1785,314,545,16,47,133,186,176,541,98,47,80,105,215,777,0.576,0.34,0.715,24.1,10.5,7.3,1.3,0.6,1.1,2017,"ATL",24,"Oct 18, '17, ATL @ DAL",20,7,432,12519,2656,4849,433,1208,1050,1338,956,3478,617,249,438,621,1320,6795,0.548,0.358,0.785,29,15.7,8.1,1.4,0.6,1
25,"Zach Collins","Oct 20, '17, POR @ IND",20,1,66,1045,115,289,35,113,27,42,45,221,52,17,31,58,133,292,0.398,0.31,0.643,15.8,4.4,3.3,0.8,0.3,0.5,2017,"POR",25,"Oct 20, '17, POR @ IND",20,6,314,6160,994,2076,209,622,409,545,459,1539,574,131,226,455,815,2606,0.479,0.336,0.75,19.6,8.3,4.9,1.8,0.4,0.7
26,"Kyle Collinsworth","Dec 20, '17, DAL vs. DET",26,1,32,480,38,99,4,17,21,40,32,107,56,17,9,24,44,101,0.384,0.235,0.525,15,3.2,3.3,1.8,0.5,0.3,2017,"DAL",26,"Dec 20, '17, DAL vs. DET",26,1,32,480,38,99,4,17,21,40,32,107,56,17,9,24,44,101,0.384,0.235,0.525,15,3.2,3.3,1.8,0.5,0.3
27,"Charles Cooke","Oct 28, '17, NOP vs. CLE",23,1,13,38,2,14,1,8,1,2,0,2,1,1,0,1,0,6,0.143,0.125,0.5,2.9,0.5,0.2,0.1,0.1,0,2017,"NOP",27,"Oct 28, '17, NOP vs. CLE",23,1,13,38,2,14,1,8,1,2,0,2,1,1,0,1,0,6,0.143,0.125,0.5,2.9,0.5,0.2,0.1,0.1,0
28,"Matt Costello","Nov 11, '17, SAS vs. CHI",24,1,4,32,2,4,0,0,0,0,1,9,2,2,2,1,7,4,0.5,NA,NA,8,1,2.3,0.5,0.5,0.5,2017,"SAS",28,"Nov 11, '17, SAS vs. CHI",24,1,4,32,2,4,0,0,0,0,1,9,2,2,2,1,7,4,0.5,NA,NA,8,1,2.3,0.5,0.5,0.5
29,"Torrey Craig","Nov 28, '17, DEN @ UTA",27,1,39,629,62,137,17,58,22,35,40,127,25,12,15,20,63,163,0.453,0.293,0.629,16.1,4.2,3.3,0.6,0.3,0.4,2017,"DEN",29,"Nov 28, '17, DEN @ UTA",27,7,432,8600,991,2187,399,1130,208,296,549,1729,459,226,242,286,896,2589,0.453,0.353,0.703,19.9,6,4,1.1,0.5,0.6
30,"Tyler Dorsey","Oct 20, '17, ATL @ CHO",21,1,56,974,144,382,72,199,45,63,17,130,79,17,5,37,63,405,0.377,0.362,0.714,17.4,7.2,2.3,1.4,0.3,0.1,2017,"ATL",30,"Oct 20, '17, ATL @ CHO",21,3,107,1680,255,651,117,333,83,124,45,245,135,31,7,64,116,710,0.392,0.351,0.669,15.7,6.6,2.3,1.3,0.3,0.1
31,"Damyean Dotson","Oct 19, '17, NYK @ OKC",23,1,44,474,72,161,22,68,16,23,9,84,31,12,2,17,34,182,0.447,0.324,0.696,10.8,4.1,1.9,0.7,0.3,0,2017,"NYK",31,"Oct 19, '17, NYK @ OKC",23,5,213,4242,603,1446,253,733,135,190,58,532,315,109,20,151,255,1594,0.417,0.345,0.711,19.9,7.5,2.5,1.5,0.5,0.1
32,"Milton Doyle","Dec 26, '17, BRK @ SAS",24,1,10,125,13,47,4,23,4,8,3,18,10,6,2,2,13,34,0.277,0.174,0.5,12.5,3.4,1.8,1,0.6,0.2,2017,"BRK",32,"Dec 26, '17, BRK @ SAS",24,1,10,125,13,47,4,23,4,8,3,18,10,6,2,2,13,34,0.277,0.174,0.5,12.5,3.4,1.8,1,0.6,0.2
33,"PJ Dozier","Feb 8, '18, OKC @ LAL",21,1,2,3,1,2,0,0,0,0,0,1,0,0,0,1,1,2,0.5,NA,NA,1.5,1,0.5,0,0,0,2017,"OKC",33,"Feb 8, '18, OKC @ LAL",21,6,121,1973,268,667,83,270,74,110,66,332,199,64,35,92,174,693,0.402,0.307,0.673,16.3,5.7,2.7,1.6,0.5,0.3
34,"Jawun Evans","Oct 30, '17, LAC vs. GSW",21,1,48,778,89,253,15,54,38,49,9,84,100,36,6,44,97,231,0.352,0.278,0.776,16.2,4.8,1.8,2.1,0.8,0.1,2017,"LAC",34,"Oct 30, '17, LAC vs. GSW",21,2,56,843,92,267,15,57,38,49,10,96,110,39,6,50,105,237,0.345,0.263,0.776,15.1,4.2,1.7,2,0.7,0.1
35,"Terrance Ferguson","Oct 19, '17, OKC vs. NYK",19,1,61,763,70,169,40,120,9,10,19,47,19,24,10,11,83,189,0.414,0.333,0.9,12.5,3.1,0.8,0.3,0.4,0.2,2017,"OKC",35,"Oct 19, '17, OKC vs. NYK",19,4,204,4000,334,827,195,583,61,81,75,263,144,92,43,93,476,924,0.404,0.334,0.753,19.6,4.5,1.3,0.7,0.5,0.2
36,"De'Aaron Fox","Oct 18, '17, SAC vs. HOU",20,1,73,2026,328,797,47,153,141,195,33,204,320,70,20,173,163,844,0.412,0.307,0.723,27.8,11.6,2.8,4.4,1,0.3,2017,"SAC",36,"Oct 18, '17, SAC vs. HOU",20,7,469,15419,3671,7796,697,2086,1901,2582,276,1784,2870,665,196,1275,1219,9940,0.471,0.334,0.736,32.9,21.2,3.8,6.1,1.4,0.4
37,"Markelle Fultz","Oct 18, '17, PHI @ WAS",19,1,14,253,45,111,0,1,10,21,11,43,53,12,4,17,22,100,0.405,0,0.476,18.1,7.1,3.1,3.8,0.9,0.3,2017,"PHI",37,"Oct 18, '17, PHI @ WAS",19,7,234,5939,1096,2322,79,288,324,443,212,797,1084,276,68,436,452,2595,0.472,0.274,0.731,25.4,11.1,3.4,4.6,1.2,0.3
38,"Josh Gray","Feb 2, '18, PHO vs. UTA",24,1,5,86,11,41,3,13,7,11,2,10,12,8,2,7,8,32,0.268,0.231,0.636,17.2,6.4,2,2.4,1.6,0.4,2017,"PHO",38,"Feb 2, '18, PHO vs. UTA",24,2,7,109,12,43,3,13,7,11,3,12,14,8,2,12,9,34,0.279,0.231,0.636,15.6,4.9,1.7,2,1.1,0.3
39,"Daniel Hamilton","Nov 15, '17, OKC vs. CHI",22,1,6,28,5,11,2,5,0,0,0,5,8,1,0,2,2,12,0.455,0.4,NA,4.7,2,0.8,1.3,0.2,0,2017,"OKC",39,"Nov 15, '17, OKC vs. CHI",22,2,25,232,28,71,10,28,3,6,10,52,30,7,1,18,21,69,0.394,0.357,0.5,9.3,2.8,2.1,1.2,0.3,0
40,"Shaquille Harrison","Feb 23, '18, PHO vs. LAC",24,1,23,384,59,124,6,26,28,38,9,61,55,26,7,22,42,152,0.476,0.231,0.737,16.7,6.6,2.7,2.4,1.1,0.3,2017,"PHO",40,"Feb 23, '18, PHO vs. LAC",24,7,183,2780,364,837,52,185,178,248,73,445,301,178,65,120,269,958,0.435,0.281,0.718,15.2,5.2,2.4,1.6,1,0.4
41,"Josh Hart","Oct 20, '17, LAL @ PHO",22,1,63,1461,176,375,78,197,66,94,42,263,80,47,16,47,107,496,0.469,0.396,0.702,23.2,7.9,4.2,1.3,0.7,0.3,2017,"LAL",41,"Oct 20, '17, LAL @ PHO",22,7,453,13232,1598,3483,568,1653,658,880,523,2969,1235,436,148,578,1041,4422,0.459,0.344,0.748,29.2,9.8,6.6,2.7,1,0.3
42,"Nigel Hayes","Jan 21, '18, LAL vs. NYK",23,1,9,122,11,33,4,16,1,3,4,22,6,2,3,2,8,27,0.333,0.25,0.333,13.6,3,2.4,0.7,0.2,0.3,2017,"LAL",42,"Jan 21, '18, LAL vs. NYK",23,1,9,122,11,33,4,16,1,3,4,22,6,2,3,2,8,27,0.333,0.25,0.333,13.6,3,2.4,0.7,0.2,0.3
43,"Reggie Hearn","Feb 5, '18, DET vs. POR",26,1,3,7,1,2,1,2,0,0,0,0,0,0,0,0,0,3,0.5,0.5,NA,2.3,1,0,0,0,0,2017,"DET",43,"Feb 5, '18, DET vs. POR",26,1,3,7,1,2,1,2,0,0,0,0,0,0,0,0,0,3,0.5,0.5,NA,2.3,1,0,0,0,0
44,"Myke Henry","Jan 20, '18, MEM @ NOP",25,1,20,378,41,109,19,58,6,10,10,38,22,31,6,19,28,107,0.376,0.328,0.6,18.9,5.4,1.9,1.1,1.6,0.3,2017,"MEM",44,"Jan 20, '18, MEM @ NOP",25,1,20,378,41,109,19,58,6,10,10,38,22,31,6,19,28,107,0.376,0.328,0.6,18.9,5.4,1.9,1.1,1.6,0.3
45,"Isaiah Hicks","Feb 8, '18, NYK @ TOR",23,1,18,240,33,72,2,9,12,18,10,41,16,2,4,16,45,80,0.458,0.222,0.667,13.3,4.4,2.3,0.9,0.1,0.2,2017,"NYK",45,"Feb 8, '18, NYK @ TOR",23,2,21,272,37,80,2,9,16,23,12,48,18,3,7,17,50,92,0.463,0.222,0.696,13,4.4,2.3,0.9,0.1,0.3
46,"John Holland","Apr 19, '16, BOS @ ATL",29,1,24,174,17,59,11,36,9,13,6,24,5,7,2,8,10,54,0.288,0.306,0.692,7.3,2.3,1,0.2,0.3,0.1,2017,"BOS",46,"Apr 19, '16, BOS @ ATL",29,2,25,175,17,59,11,36,9,13,6,24,5,7,2,8,10,54,0.288,0.306,0.692,7,2.2,1,0.2,0.3,0.1
47,"Vince Hunter","Dec 1, '17, MEM vs. SAS",23,1,4,7,3,5,0,0,0,0,2,3,0,0,1,1,0,6,0.6,NA,NA,1.8,1.5,0.8,0,0,0.3,2017,"MEM",47,"Dec 1, '17, MEM vs. SAS",23,1,4,7,3,5,0,0,0,0,2,3,0,0,1,1,0,6,0.6,NA,NA,1.8,1.5,0.8,0,0,0.3
48,"Andre Ingram","Apr 10, '18, LAL vs. HOU",32,1,2,64,8,17,5,9,3,3,1,6,7,3,3,3,3,24,0.471,0.556,1,32,12,3,3.5,1.5,1.5,2017,"LAL",48,"Apr 10, '18, LAL vs. HOU",32,2,6,79,8,23,5,12,3,3,2,8,7,4,3,4,3,24,0.348,0.417,1,13.2,4,1.3,1.2,0.7,0.5
49,"Jonathan Isaac","Oct 18, '17, ORL vs. MIA",20,1,27,536,55,145,16,46,19,25,16,99,18,33,30,27,48,145,0.379,0.348,0.76,19.9,5.4,3.7,0.7,1.2,1.1,2017,"ORL",49,"Oct 18, '17, ORL vs. MIA",20,5,205,4550,641,1427,182,533,253,328,261,1045,182,202,280,182,343,1717,0.449,0.341,0.771,22.2,8.4,5.1,0.9,1,1.4
50,"Wes Iwundu","Oct 21, '17, ORL @ CLE",23,1,62,1020,93,218,9,46,34,47,36,137,57,33,12,30,81,229,0.427,0.196,0.723,16.5,3.7,2.2,0.9,0.5,0.2,2017,"ORL",50,"Oct 21, '17, ORL @ CLE",23,5,226,3827,345,845,74,253,225,282,115,555,208,102,51,120,341,989,0.408,0.292,0.798,16.9,4.4,2.5,0.9,0.5,0.2
51,"Aaron Jackson","Apr 11, '18, HOU @ SAC",31,1,1,35,3,9,1,4,1,2,2,3,1,0,0,1,4,8,0.333,0.25,0.5,35,8,3,1,0,0,2017,"HOU",51,"Apr 11, '18, HOU @ SAC",31,1,1,35,3,9,1,4,1,2,2,3,1,0,0,1,4,8,0.333,0.25,0.5,35,8,3,1,0,0
52,"Josh Jackson","Oct 18, '17, PHO vs. POR",20,1,77,1959,389,932,57,217,177,279,95,351,119,80,35,146,218,1012,0.417,0.263,0.634,25.4,13.1,4.6,1.5,1,0.5,2017,"PHO",52,"Oct 18, '17, PHO vs. POR",20,5,291,6718,1222,2939,263,901,569,837,250,1159,534,251,169,536,733,3276,0.416,0.292,0.68,23.1,11.3,4,1.8,0.9,0.6
53,"Justin Jackson","Oct 18, '17, SAC vs. HOU",22,1,68,1506,185,419,57,185,26,36,27,187,74,28,13,40,81,453,0.442,0.308,0.722,22.1,6.7,2.8,1.1,0.4,0.2,2017,"SAC",53,"Oct 18, '17, SAC vs. HOU",22,7,280,4887,638,1508,236,739,164,206,117,654,285,94,43,118,291,1676,0.423,0.319,0.796,17.5,6,2.3,1,0.3,0.2
54,"Mike James","Oct 18, '17, PHO vs. POR",27,1,36,687,123,321,26,98,64,84,13,90,126,28,7,49,48,336,0.383,0.265,0.762,19.1,9.3,2.5,3.5,0.8,0.2,2017,"PHO",54,"Oct 18, '17, PHO vs. POR",27,2,49,923,157,413,37,129,85,111,16,122,180,34,8,69,58,436,0.38,0.287,0.766,18.8,8.9,2.5,3.7,0.7,0.2
55,"Dakari Johnson","Oct 19, '17, OKC vs. NYK",22,1,31,161,22,39,0,0,11,20,16,34,8,6,8,3,27,55,0.564,NA,0.55,5.2,1.8,1.1,0.3,0.2,0.3,2017,"OKC",55,"Oct 19, '17, OKC vs. NYK",22,1,31,161,22,39,0,0,11,20,16,34,8,6,8,3,27,55,0.564,NA,0.55,5.2,1.8,1.1,0.3,0.2,0.3
56,"Omari Johnson","Apr 6, '18, MEM vs. SAC",28,1,4,75,9,21,4,12,0,0,4,11,7,2,0,3,6,22,0.429,0.333,NA,18.8,5.5,2.8,1.8,0.5,0,2017,"MEM",56,"Apr 6, '18, MEM vs. SAC",28,1,4,75,9,21,4,12,0,0,4,11,7,2,0,3,6,22,0.429,0.333,NA,18.8,5.5,2.8,1.8,0.5,0
57,"Jalen Jones","Oct 28, '17, NOP vs. CLE",24,1,16,181,26,68,10,26,12,19,13,38,4,5,1,7,22,74,0.382,0.385,0.632,11.3,4.6,2.4,0.3,0.3,0.1,2017,"NOP",57,"Oct 28, '17, NOP vs. CLE",24,2,32,395,52,130,20,54,31,46,24,72,11,14,3,15,49,155,0.4,0.37,0.674,12.3,4.8,2.3,0.3,0.4,0.1
58,"Luke Kennard","Oct 20, '17, DET @ WAS",21,1,73,1463,206,465,81,195,65,76,21,176,124,44,13,69,86,558,0.443,0.415,0.855,20,7.6,2.4,1.7,0.6,0.2,2017,"DET",58,"Oct 20, '17, DET @ WAS",21,7,395,9287,1398,3077,790,1801,355,404,103,1118,830,199,51,377,556,3941,0.454,0.439,0.879,23.5,10,2.8,2.1,0.5,0.1
59,"Maxi Kleber","Oct 21, '17, DAL @ HOU",26,1,72,1206,151,309,40,128,44,59,71,234,51,26,47,30,114,386,0.489,0.313,0.746,16.8,5.4,3.3,0.7,0.4,0.7,2017,"DAL",59,"Oct 21, '17, DAL @ HOU",26,7,406,9190,960,2153,477,1336,321,413,450,1839,465,170,361,274,839,2718,0.446,0.357,0.777,22.6,6.7,4.5,1.1,0.4,0.9
60,"Furkan Korkmaz","Nov 11, '17, PHI @ GSW",20,1,14,80,8,28,5,17,2,4,2,11,4,2,1,2,12,23,0.286,0.294,0.5,5.7,1.6,0.8,0.3,0.1,0.1,2017,"PHI",60,"Nov 11, '17, PHI @ GSW",20,7,328,5447,778,1917,405,1138,283,372,85,646,391,178,43,214,329,2244,0.406,0.356,0.761,16.6,6.8,2,1.2,0.5,0.1
61,"Luke Kornet","Feb 8, '18, NYK @ TOR",22,1,20,326,49,125,28,79,8,11,11,64,26,6,16,12,28,134,0.392,0.354,0.727,16.3,6.7,3.2,1.3,0.3,0.8,2017,"NYK",61,"Feb 8, '18, NYK @ TOR",22,7,280,3907,550,1096,148,458,154,190,292,837,265,85,226,104,310,1402,0.502,0.323,0.811,14,5,3,0.9,0.3,0.8
62,"Kyle Kuzma","Oct 19, '17, LAL vs. LAC",22,1,77,2401,468,1039,159,434,147,208,88,483,141,49,34,140,160,1242,0.45,0.366,0.707,31.2,16.1,6.3,1.8,0.6,0.4,2017,"LAL",62,"Oct 19, '17, LAL vs. LAC",22,7,476,14919,3133,6942,949,2814,1031,1406,495,3043,1294,268,262,1028,1003,8246,0.451,0.337,0.733,31.3,17.3,6.4,2.7,0.6,0.6
63,"T.J. Leaf","Oct 18, '17, IND vs. BRK",20,1,53,459,64,136,18,42,10,16,29,82,9,5,4,10,45,156,0.471,0.429,0.625,8.7,2.9,1.5,0.2,0.1,0.1,2017,"IND",63,"Oct 18, '17, IND vs. BRK",20,4,146,1238,204,415,31,91,38,65,95,283,43,26,28,32,103,477,0.492,0.341,0.585,8.5,3.3,1.9,0.3,0.2,0.2
64,"Damion Lee","Mar 13, '18, ATL vs. OKC",25,1,15,404,62,152,15,60,22,29,11,71,29,19,1,14,25,161,0.408,0.25,0.759,26.9,10.7,4.7,1.9,1.3,0.1,2017,"ATL",64,"Mar 13, '18, ATL vs. OKC",25,6,290,6043,828,1899,377,995,351,400,139,982,410,189,28,238,471,2384,0.436,0.379,0.878,20.8,8.2,3.4,1.4,0.7,0.1
65,"Walt Lemon Jr.","Feb 23, '18, NOP vs. MIA",25,1,5,35,7,16,1,1,2,3,0,2,5,0,1,4,5,17,0.438,1,0.667,7,3.4,0.4,1,0,0.2,2017,"NOP",65,"Feb 23, '18, NOP vs. MIA",25,2,11,202,45,103,3,6,10,14,4,29,35,11,2,14,19,103,0.437,0.5,0.714,18.4,9.4,2.6,3.2,1,0.2
66,"Tyler Lydon","Nov 20, '17, DEN @ SAC",21,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,2,0,0,0,0,0,2017,"DEN",66,"Nov 20, '17, DEN @ SAC",21,2,26,96,9,18,4,10,1,3,7,18,6,2,0,4,10,23,0.5,0.4,0.333,3.7,0.9,0.7,0.2,0.1,0
67,"Josh Magette","Oct 18, '17, ATL @ DAL",28,1,18,216,15,46,8,22,8,8,2,19,57,8,1,9,16,46,0.326,0.364,1,12,2.6,1.1,3.2,0.4,0.1,2017,"ATL",67,"Oct 18, '17, ATL @ DAL",28,2,26,254,20,61,9,26,9,10,3,25,62,11,2,14,20,58,0.328,0.346,0.9,9.8,2.2,1,2.4,0.4,0.1
68,"Lauri Markkanen","Oct 19, '17, CHI @ TOR",20,1,68,2020,374,862,145,401,140,166,79,508,79,39,40,83,103,1033,0.434,0.362,0.843,29.7,15.2,7.5,1.2,0.6,0.6,2017,"CHI",68,"Oct 19, '17, CHI @ TOR",20,7,403,12482,2528,5507,1004,2676,1248,1441,559,2923,587,281,205,559,763,7308,0.459,0.375,0.866,31,18.1,7.3,1.5,0.7,0.5
69,"Frank Mason III","Oct 21, '17, SAC @ DEN",23,1,52,984,144,380,31,86,94,115,30,130,147,34,10,65,72,413,0.379,0.36,0.817,18.9,7.9,2.5,2.8,0.7,0.2,2017,"SAC",69,"Oct 21, '17, SAC @ DEN",23,4,103,1616,247,624,53,176,148,196,44,204,272,55,15,117,124,695,0.396,0.301,0.755,15.7,6.7,2,2.6,0.5,0.1
70,"Mangok Mathiang","Oct 25, '17, CHO vs. DEN",25,1,4,20,4,7,0,0,0,1,3,10,0,1,0,0,5,8,0.571,NA,0,5,2,2.5,0,0.3,0,2017,"CHO",70,"Oct 25, '17, CHO vs. DEN",25,1,4,20,4,7,0,0,0,1,3,10,0,1,0,0,5,8,0.571,NA,0,5,2,2.5,0,0.3,0
71,"Erik McCree","Feb 5, '18, UTA @ NOP",24,1,4,8,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,NA,2,0,0.3,0,0.3,0,2017,"UTA",71,"Feb 5, '18, UTA @ NOP",24,1,4,8,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,NA,2,0,0.3,0,0.3,0
72,"Trey McKinney-Jones","Feb 23, '18, IND vs. ATL",27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,2017,"IND",72,"Feb 23, '18, IND vs. ATL",27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0
73,"Alfonzo McKinnie","Oct 19, '17, TOR vs. CHI",25,1,14,53,8,15,3,9,2,3,1,7,1,1,1,3,8,21,0.533,0.333,0.667,3.8,1.5,0.5,0.1,0.1,0.1,2017,"TOR",73,"Oct 19, '17, TOR vs. CHI",25,5,182,2113,287,615,84,258,63,108,154,454,57,51,27,71,266,721,0.467,0.326,0.583,11.6,4,2.5,0.3,0.3,0.1
74,"Malcolm Miller","Dec 20, '17, TOR @ CHO",24,1,15,126,13,28,8,21,4,4,4,15,3,1,2,5,10,38,0.464,0.381,1,8.4,2.5,1,0.2,0.1,0.1,2017,"TOR",74,"Dec 20, '17, TOR @ CHO",24,3,53,355,36,83,26,64,10,16,7,36,15,7,5,10,33,108,0.434,0.406,0.625,6.7,2,0.7,0.3,0.1,0.1
75,"Donovan Mitchell","Oct 18, '17, UTA vs. DEN",21,1,79,2638,595,1362,187,550,239,297,52,296,291,118,27,215,213,1616,0.437,0.34,0.805,33.4,20.5,3.7,3.7,1.5,0.3,2017,"UTA",75,"Oct 18, '17, UTA vs. DEN",21,7,468,16011,4135,9192,1385,3786,1964,2330,378,2002,2176,645,156,1298,1160,11619,0.45,0.366,0.843,34.2,24.8,4.3,4.6,1.4,0.3
